Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	UniProt
G7472	b2852	2992094	2993470	G7472-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76639'>P76639</a>
EG11534	b3687	3867009	3867422	EG11534-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0C054'>P0C054</a>
EG12857	b2586	2724128	2724451	EG12857-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46126'>P46126</a>
G6937	b1741	1823515	1824402	G6937-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76213'>P76213</a>
EG11432	b2399	2518813	2519205	EG11432-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27238'>P27238</a>
EG10973	b2708	2829813	2830778	EG10973-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17115'>P17115</a>
EG11676	b3932	4121757	4122287	EG11676-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7B8'>P0A7B8</a>
G7463	b2843	2983288	2984124	G7463-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/Q46938'>Q46938</a>
G7266	b2431	2549646	2550545	G7266-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76536'>P76536</a>
EG10390	b0680	706093	707757	GLNS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00962'>P00962</a>
G6438	b0838	879854	880480	G6438-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ACA7'>P0ACA7</a>
M009	b2538	2669032	2670393	PHENYLPRODIOXY-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ABR5'>P0ABR5</a>
G6295	b0539	566098	566361	G6295-MONOMER		<a href='https://www.uniprot.org/uniprot/P75717'>P75717</a>
EG11966	b4116	4337168	4337929	EG11966-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P33234'>P33234</a>
G0-10716	b4706	2668006	2668071	MONOMER0-4224	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/U3PVA8'>U3PVA8</a>
EG12229	b3492	3636208	3637410	EG12229-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37631'>P37631</a>
EG10158	b0437	456677	457300	EG10158-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6G7'>P0A6G7</a>
G6418	b0815	851014	852597	G6418-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75785'>P75785</a>
EG12780	b3149	3295809	3296399	YRAO-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P66817'>P66817</a>
EG50005	b0578	604771	605424	DIHYDROPTERIREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P38489'>P38489</a>
EG12854	b0742	779598	780389	EG12854-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45955'>P45955</a>
G7553	b2989	3138727	3139593	G7553-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46845'>Q46845</a>
EG11735	b1019	1083376	1084647	EG11735-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P31545'>P31545</a>
G6453	b0868	905740	906753	G6453-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75821'>P75821</a>
G7365	b2630	2765918	2766991	G7365-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P52129'>P52129</a>
EG11885	b1048	1109335	1110870	EG11885-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33136'>P33136</a>
EG10684	b0741	779067	779588	EG10684-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A912'>P0A912</a>
G6847	b1589	1662990	1663607	G6847-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAJ1'>P0AAJ1</a>
EG10165	b2417	2535834	2536343	CRR-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69783'>P69783</a>
G0-16649	b4716	4106330	4106387	RNA0-389	WELL-CHARACTERIZED	
EG11260	b3765	3948449	3949969	EG11260-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P22787'>P22787</a>
G7909	b4295	4519338	4520324	G7909-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39356'>P39356</a>
EG50011	b3177	3324063	3324911	H2PTEROATESYNTH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AC13'>P0AC13</a>
G0-16664	b4648	3750813	3750914			
G7297	b2474	2593844	2595859	G7297-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76562'>P76562</a>
EG10845	b3783	3966417	3967676	EG10845-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG30'>P0AG30</a>
EG10443	b1507	1590854	1592176	HIPA-P // EG10443-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23874'>P23874</a>
EG10715	b4102	4321697	4322422	EG10715-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P16684'>P16684</a>
EG10817	b3748	3933351	3933770	EG10817-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04982'>P04982</a>
G6380	b0711	743593	744249	G6380-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAV4'>P0AAV4</a>
G7919	b4309	4536614	4537594	G7919-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39370'>P39370</a>
EG11065	b1521	1609229	1610680	ALTRO-OXIDOREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6L7'>P0A6L7</a>
EG10206	b0031	28374	29195	DIHYDROPICRED-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P04036'>P04036</a>
G6182	b0317	334525	335022	G6182-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77219'>P77219</a>
EG11532	b2261	2375000	2375962	O-SUCCINYLBENZOATE-COA-SYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P29208'>P29208</a>
EG10703	b2926	3071459	3072622	PGK	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A799'>P0A799</a>
G0-10465	b4550	3438431	3438649	MONOMER0-2687	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36675'>P36675</a>
EG10910	b3297	3441709	3442098	EG10910-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7R9'>P0A7R9</a>
G6835	b1568	1647346	1647636	G6835-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76165'>P76165</a>
EG10168	b0657	689343	690881	EG10168-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23930'>P23930</a>
G7125	b2088	2170236	2170535	MONOMER0-4245	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF70'>P0CF70</a>
G7031	b1895	1979753	1980181	G7031-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46888'>P46888</a>
G6205	b0352	373868	374881	MHPELY-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P51020'>P51020</a>
EG12629	b3437	3577065	3577592	GLUCONOKINII-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46859'>P46859</a>
EG12201	b2671	2799650	2799994	EG12201-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AD53'>P0AD53</a>
EG10867	b3319	3451681	3452286	EG10867-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P60723'>P60723</a>
EG12378	b1867	1950832	1951398	EG12378-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADI7'>P0ADI7</a>
G6769	b1462	1533282	1533851	G6769-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76121'>P76121</a>
G7583	b3044	3186187	3186552	MONOMER0-4253	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0CF44'>P0CF44</a>
G0-8880	b4417	887979	888057	RYBB-RNA	WELL-CHARACTERIZED	
EG11298	b3248	3397785	3398378	EG11298-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P25536'>P25536</a>
EG10878	b3294	3439616	3439999	EG10878-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AG44'>P0AG44</a>
G7467	b2847	2988502	2989311	G7467-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46942'>Q46942</a>
EG10076	b1693	1774686	1775444	AROD-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P05194'>P05194</a>
G6436	b0836	878248	878631	G6436-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAY1'>P0AAY1</a>
EG10549	b2838	2977637	2978899	DIAMINOPIMDECARB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P00861'>P00861</a>
EG11137	b1864	1947411	1948151	EG11137-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8A0'>P0A8A0</a>
EG30052	b0672	696963	697047	leuW-tRNA	WELL-CHARACTERIZED	
EG11434	b1531	1619574	1619957	PD00365	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ACH5'>P0ACH5</a>
G7559	b3002	3148977	3149471	G7559-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P67244'>P67244</a>
EG11799	b2996	3144154	3145140	HYBA-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAJ8'>P0AAJ8</a>
EG11350	b3629	3804181	3805116	EG11350-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P27126'>P27126</a>
EG10551	b2839	2979021	2979956	PD00360	PARTIAL	<a href='https://www.uniprot.org/uniprot/P03030'>P03030</a>
G6101	b0217	237335	238120	G6101-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77339'>P77339</a>
G6134	b0259	274101	275081	G7769-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0CE49'>P0CE49</a>
G0-10648	b4675	1878874	1878948	MONOMER0-2875	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/C1P603'>C1P603</a>
EG12802	b3196	3340275	3341252	YRBG-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45394'>P45394</a>
G7420	b2739	2864236	2865012	G7420-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q46891'>Q46891</a>
G0-17043	b4797	3838642	3838701	MONOMER0-4511	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DSH5'>P0DSH5</a>
G7946	b4364	4602088	4602858	G7946-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADD5'>P0ADD5</a>
EG11236	b0315	332371	333459	EG11236-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21514'>P21514</a>
EG11010	b0737	775153	775845	EG11010-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ABU9'>P0ABU9</a>
EG12395	b0735	774309	774602	EG12395-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AAV0'>P0AAV0</a>
G7200	b2325	2443891	2444169	G7200-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P64540'>P64540</a>
EG10546	b0182	203348	204496	LIPIDADISACCHARIDESYNTH-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P10441'>P10441</a>
EG10481	b2718	2843036	2843446	EG10481-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEV7'>P0AEV7</a>
EG10555	b4033	4243531	4245075	MALF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P02916'>P02916</a>
EG10510	b2741	2866559	2867551	RPOS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P13445'>P13445</a>
G6194	b0329	346484	346759	G6194-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75694'>P75694</a>
EG11821	b0451	472966	474252	AMTB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69681'>P69681</a>
EG12329	b0148	162105	164534	EG12329-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37024'>P37024</a>
G7607	b3088	3238580	3239545	G7607-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P42601'>P42601</a>
G7746	b3407	3537385	3539706	G7746-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P46837'>P46837</a>
G7027	b1878	1962580	1962972	G7027-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76297'>P76297</a>
EG12365	b3355	3484490	3485359	EG12365-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AEX5'>P0AEX5</a>
EG10300	b2610	2746434	2747795	EG10300-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AGD7'>P0AGD7</a>
G7305	b2488	2610164	2610709	MONOMER0-144	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77423'>P77423</a>
EG10288	b4289	4512411	4513409	FECC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P15030'>P15030</a>
G7928	b4331	4560930	4561484	G7928-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39380'>P39380</a>
EG11226	b0074	81958	83529	2-ISOPROPYLMALATESYN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P09151'>P09151</a>
EG11270	b3766	3950322	3950420	EG11270-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P62522'>P62522</a>
G6691	b1368	1426454	1427482	G6691-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P77658'>P77658</a>
EG10581	b4013	4214280	4215209	HOMSUCTRAN-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P07623'>P07623</a>
G7733	b3381	3509813	3510976	G7733-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45550'>P45550</a>
EG50010	b0356	378462	379571	ADHC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P25437'>P25437</a>
EG12150	b1992	2064479	2065222	COBS-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P36561'>P36561</a>
EG10387	b3869	4055290	4056339	PROTEIN-NRII	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFB5'>P0AFB5</a>
EG11271	b2598	2737599	2737646	EG11271-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AD72'>P0AD72</a>
EG10834	b0472	494405	495010	EG10834-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A7H6'>P0A7H6</a>
G7100	b2055	2128904	2129650	G7100-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P71239'>P71239</a>
EG12191	b0450	472598	472936	URIDYLYL-PII2 // PROTEIN-PII2	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AC55'>P0AC55</a>
EG12035	b2171	2265450	2266022	EG12035-MONOMER	WELL-CHARACTERIZED	
EG30040	b4164	4392472	4392547	glyX-tRNA	WELL-CHARACTERIZED	
EG11239	b0766	797613	798431	EG11239-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P21829'>P21829</a>
EG12162	b4498			PD00338		<a href='https://www.uniprot.org/uniprot/P36930'>P36930</a>
G6516	b1005	1067918	1068148			
G6507	b0986	1048688	1049332	G6507-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75884'>P75884</a>
EG11511	b0009	9306	9893	EG11511-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF03'>P0AF03</a>
EG11779	b2960	3102133	3102852	EG11779-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8I5'>P0A8I5</a>
EG12444	b1110	1167599	1168138	EG12444-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB35'>P0AB35</a>
G0-16696		4326105	4326181	RNA0-395	UNCHARACTERIZED	
G6190	b0325	342884	343933	G6190-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75691'>P75691</a>
EG11392	b1186	1233176	1234717	NHAB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFA7'>P0AFA7</a>
EG11439	b2686	2812616	2814154	EMRB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AEJ0'>P0AEJ0</a>
EG30110	b2401	2520931	2521006	valU-tRNA	WELL-CHARACTERIZED	
EG13238	b1993	2065219	2065764	COBU-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE76'>P0AE76</a>
G7747	b3413	3544882	3545565	G7747-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P46846'>P46846</a>
G7744	b3401	3529774	3530652	G7744-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6Y5'>P0A6Y5</a>
EG11181	b3337	3466797	3466991	EG11181-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AE56'>P0AE56</a>
EG11712	b3688	3867728	3868060	EG11712-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0ADM4'>P0ADM4</a>
G7268	b2433	2551277	2551726	G7268-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76538'>P76538</a>
EG11889	b3507	3654683	3655213	EG11889-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P37195'>P37195</a>
G7270	b2438	2555228	2555728	G7270-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76540'>P76540</a>
EG11926	b4029	4237634	4239730	EG11926-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32689'>P32689</a>
EG10462	b1829	1911695	1912576	EG10462-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P23894'>P23894</a>
G7701	b3323	3453929	3455398	G7701-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45756'>P45756</a>
EG11964	b3602	3776665	3777027	EG11964-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADK8'>P0ADK8</a>
EG10854	b0633	664102	665190	EG10854-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P10100'>P10100</a>
EG30053	b4270	4496405	4496489	leuX-tRNA	WELL-CHARACTERIZED	
EG11419	b2182	2278570	2279760	BCR-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P28246'>P28246</a>
EG11972	b0139	152829	155426	EG11972-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P33129'>P33129</a>
G6317	b0563	582875	583060	G6317-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77087'>P77087</a>
G0-16657	b4640	2067360	2067892			
G6692	b4570			G6692-MONOMER		<a href='https://www.uniprot.org/uniprot/P77184'>P77184</a>
G6964	b1777	1861702	1861974	G6964-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76231'>P76231</a>
EG10144	b1734	1817148	1818500	EG10144-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P17411'>P17411</a>
G6411	b0794	827245	828981	YBHF-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9U1'>P0A9U1</a>
EG10689	b2743	2868893	2869519	EG10689-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A7A5'>P0A7A5</a>
EG10260	b0595	627694	628551	HOLO-ENTB // ENTB-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADI4'>P0ADI4</a>
EG12055	b2197	2294901	2295380	CCME-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69490'>P69490</a>
EG12277	b3573	3741109	3741582	EG12277-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P56256'>P56256</a>
EG10292	b4292	4516764	4517717	EG10292-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P23485'>P23485</a>
G6251	b0454	475982	476371	G6251-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AFP2'>P0AFP2</a>
EG11410	b4234	4457314	4457865	EG11410-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A8X0'>P0A8X0</a>
EG11657	b0495	519733	520419	YBBA-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9T8'>P0A9T8</a>
EG12768	b3137	3283143	3284003	TAGAALDOL1-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AB74'>P0AB74</a>
G7674	b3220	3367827	3368954	G7674-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P45423'>P45423</a>
G6608	b1168	1217328	1218851	G6608-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P75995'>P75995</a>
G0-10682	b4631	317439	317567			
G6470	b0909	960264	961028	G6470-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P43674'>P43674</a>
G7048	b1955	2025511	2026326	G7048-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P76329'>P76329</a>
G6897	b1669	1748747	1749559	G6897-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77147'>P77147</a>
EG12031	b2163	2255355	2256014	EG12031-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A9E9'>P0A9E9</a>
G6866	b1615	1691586	1692851	G6866-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/Q47706'>Q47706</a>
EG11832	b3861	4044199	4045629	EG11832-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32128'>P32128</a>
EG11797	b2464	2578666	2579616	TRANSALDOLA-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0A867'>P0A867</a>
EG11377	b3018	3162744	3163481	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P26647'>P26647</a>
EG11193	b3645	3817760	3818584	EG11193-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P23840'>P23840</a>
G7237	b2374	2492004	2493254	G7237-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P69902'>P69902</a>
G0-10653	b4663	1987873	1987959	MONOMER0-2880	PARTIAL	<a href='https://www.uniprot.org/uniprot/C1P605'>C1P605</a>
G0-8894		122697	122857			
G7261	b2420	2537749	2538483	G7261-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P78271'>P78271</a>
G7762	b3445	3583677	3584180	MONOMER0-4450	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0CF29'>P0CF29</a>
EG12291	b3587	3754105	3754428	EG12291-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0ADK4'>P0ADK4</a>
G7718	b3353	3483202	3484224	G7718-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45524'>P45524</a>
EG12296	b3612	3785260	3786804	PGMI-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P37689'>P37689</a>
G7212	b2341	2457015	2459159	G7212-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77399'>P77399</a>
G0-10202		3853118	3853192			
EG11299	b3247	3396326	3397795	EG11299-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A9J0'>P0A9J0</a>
G6378	b0709	741075	742556	B0709-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P75742'>P75742</a>
G7847	b4182	4410553	4411251	G7847-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AF78'>P0AF78</a>
EG11931	b4048	4260599	4261306	EG11931-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P32694'>P32694</a>
EG11824	b3009	3153563	3154222	EG11824-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AA60'>P0AA60</a>
G6664	b1328	1391991	1392890	G6664-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P77333'>P77333</a>
EG10628	b3924	4113726	4114472	FLAVONADPREDUCT-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P28861'>P28861</a>
G6713	b1392	1456430	1457500	G6713-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76081'>P76081</a>
EG10415	b3181	3328239	3328715	EG10415-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A6W5'>P0A6W5</a>
G7721	b3358	3486791	3488893	G7721-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P45537'>P45537</a>
EG10624	b2831	2969662	2970351	EG10624-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P06722'>P06722</a>
G0-8907		2653452	2653538			
G0-16640	b4715	4563668	4563925	MONOMER0-4349	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0DN74'>P0DN74</a>
G7862	b4204	4426628	4427422	G7862-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P39308'>P39308</a>
EG11398	b3510	3656408	3656740	EG11398-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0AES9'>P0AES9</a>
EG10393	b2243	2355521	2356711	ANGLYC3PDEHYDROGSUBUNITC-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A996'>P0A996</a>
EG11877	b3923	4113293	4113721	EG11877-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P0AAB8'>P0AAB8</a>
EG11447	b2696	2818961	2819146	EG11447-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P69913'>P69913</a>
EG11851	b3886	4076146	4077018	EG11851-MONOMER	UNCHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P0A8K8'>P0A8K8</a>
G6716	b1395	1459054	1460481	G6716-MONOMER	WELL-CHARACTERIZED	<a href='https://www.uniprot.org/uniprot/P76083'>P76083</a>
EG12556	b4304	4528930	4530243	SGCC-MONOMER	PARTIAL	<a href='https://www.uniprot.org/uniprot/P39365'>P39365</a>
